Filename,TissueCategory,ComputedShearModulus,C01,C10,RMSE,PublicationLink,ExperimentalDetails,Numberofdatapoints,InitialGuesses,Optimization,Algorithm
Subject202_Sample8_AgedVentral_Equibiaxial.csv,epithelial and connective tissue,0,0.0012,0,0.003,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject201_Sample8_AgedVentral_Equibiaxial.csv,epithelial and connective tissue,0,0.004,0,0.0073,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject202_Sample5_AgedVentral_Equibiaxial.csv,epithelial and connective tissue,0,0.0018,0,0.0074,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject112_Sample4_YoungDorsal_Equibiaxial.csv,epithelial and connective tissue,0,0.018,0.0015,0.0282,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject203_Sample2_AgedDorsal_Equibiaxial.csv,epithelial and connective tissue,0,0.0043,0,0.0034,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject113_Sample7_YoungVentral_Equibiaxial.csv,epithelial and connective tissue,0,0.0012,0,0.0179,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject144_Sample3_YoungDorsal_Equibiaxial.csv,epithelial and connective tissue,0,0.0054,0.0001,0.0086,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject111_Sample4_YoungDorsal_Equibiaxial.csv,epithelial and connective tissue,0,0.0167,0.0015,0.0355,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject201_Sample7_AgedVentral_Equibiaxial.csv,epithelial and connective tissue,0,0.0031,0,0.0068,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject205_Sample5_AgedVentral_Equibiaxial.csv,epithelial and connective tissue,0,0.0037,0,0.0023,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject113_Sample4_YoungDorsal_Equibiaxial.csv,epithelial and connective tissue,0,0.0041,0.0004,0.0085,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject202_Sample4_AgedDorsal_Equibiaxial.csv,epithelial and connective tissue,0,0.0041,0,0.0154,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject205_Sample6_AgedVentral_Equibiaxial.csv,epithelial and connective tissue,0,0.0068,0,0.0021,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject113_Sample8_YoungVentral_Equibiaxialup.csv,epithelial and connective tissue,0,0.003,0,0.0118,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject112_Sample2_YoungDorsal_Equibiaxial.csv,epithelial and connective tissue,0,0.0085,0,0.0206,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject113_Sample8_YoungVentral_Equibiaxial.csv,epithelial and connective tissue,0,0.003,0,0.0117,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject203_Sample6_AgedVentral_Equibiaxial.csv,epithelial and connective tissue,0,0.0014,0,0.0034,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject113_Sample6_YoungVentral_Equibiaxial.csv,epithelial and connective tissue,0,0.0014,0,0.0058,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject204_Sample3_AgedDorsal_Equibiaxial.csv,epithelial and connective tissue,0,0.0068,0,0.0037,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject113_Sample3_YoungDorsal_Equibiaxial.csv,epithelial and connective tissue,0,0.0064,0.0008,0.0104,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject143_Sample1_YoungDorsal_Equibiaxial.csv,epithelial and connective tissue,0,0.0032,0,0.0044,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject203_Sample4_AgedDorsal_Equibiaxial.csv,epithelial and connective tissue,0,0.0077,0,0.0146,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject203_Sample5_AgedVentral_Equibiaxial.csv,epithelial and connective tissue,0,0.0013,0,0.007,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject204_Sample4_AgedDorsal_Equibiaxial.csv,epithelial and connective tissue,0,0.0048,0,0.0018,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject111_Sample6_YoungVentral_Equibiaxial.csv,epithelial and connective tissue,0,0.0118,0.0008,0.0212,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject112_Sample3_YoungDorsal_Equibiaxial.csv,epithelial and connective tissue,0,0.0111,0.0029,0.0164,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject203_Sample1_AgedDorsal_Equibiaxial.csv,epithelial and connective tissue,0,0.0114,0,0.0094,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject111_Sample1_YoungDorsal_Equibiaxial.csv,epithelial and connective tissue,0,0.0095,0,0.0127,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject111_Sample8_YoungVentral_Equibiaxial.csv,epithelial and connective tissue,0,0.0203,0,0.0454,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject143_Sample2_YoungDorsal_Equibiaxial.csv,epithelial and connective tissue,0,0.0037,0,0.0064,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject202_Sample1_AgedDorsal_Equibiaxial.csv,epithelial and connective tissue,0.0001,0.0126,0.007,0.0239,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject205_Sample1_AgedDorsal_Equibiaxial.csv,epithelial and connective tissue,0,0.0034,0,0.0017,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject205_Sample2_AgedDorsal_Equibiaxial.csv,epithelial and connective tissue,0,0.0045,0,0.0018,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject144_Sample4_YoungDorsal_Equibiaxial.csv,epithelial and connective tissue,0,0.0072,0,0.0075,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject144_Sample7_YoungVentral_Equibiaxial.csv,epithelial and connective tissue,0,0.0027,0,0.0029,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Subject144_Sample8_YoungVentral_Equibiaxial.csv,epithelial and connective tissue,0,0.0017,0,0.0089,Thisisatesupload1,Thisisatesupload1,"[1, 1]",minimize
Sample3_0.5_radial.csv,Cardiac,0.3782,0.3163,1.1954,0.0119,Thisisatestupload2,Thisisatestupload2,"[1, 1]",minimize
Sample2_0.5_radial.csv,Cardiac,0.5048,0.3758,1.3432,0.0206,Thisisatestupload2,Thisisatestupload2,"[1, 1]",minimize
Sample1_0.5_radial.csv,Cardiac,0.4638,0.3943,1.1764,0.0469,Thisisatestupload2,Thisisatestupload2,"[1, 1]",minimize
Sample3_0.5_circumferential.csv,Cardiac,535.4029,12.8096,41.797,0.1587,Thisisatestupload2,Thisisatestupload2,"[1, 1]",minimize
Sample2_0.5_circumferential.csv,Cardiac,427.0342,11.723,36.4269,0.1194,Thisisatestupload2,Thisisatestupload2,"[1, 1]",minimize
